,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
hsa05134,hsa05134,Legionellosis,6/95,48/5923,0.000103543363125972,0.00798012165644288,0.00710780066565763,HSPA1B/HSPA1A/HSPA6/HSPA2/BNIP3/CYCS,6
hsa04010,hsa04010,MAPK signaling pathway,13/95,243/5923,0.000117271095171406,0.00798012165644288,0.00710780066565763,HSPA1B/FOS/HSPA1A/GADD45B/HSPA6/DUSP2/HSPA2/DUSP1/NR4A1/GADD45G/HSPB1/JUN/VEGFA,13
hsa04210,hsa04210,Apoptosis,9/95,122/5923,0.000131540466864443,0.00798012165644288,0.00710780066565763,FOS/GADD45B/GADD45G/MCL1/JUN/TUBA1B/PMAIP1/TUBA1A/CYCS,9
hsa04141,hsa04141,Protein processing in endoplasmic reticulum,10/95,157/5923,0.000187346036234538,0.00852424464867147,0.00759244462634706,HSPA1B/HSPA1A/PPP1R15A/HSPA6/HSPA2/DNAJB1/UFD1/HSPH1/HERPUD1/HSPA5,10
hsa05012,hsa05012,Parkinson disease,11/95,213/5923,0.000550834782675311,0.0200503860893813,0.0178586434804206,DUSP1/TUBB2A/NDUFA4L2/TUBA1B/UCHL1/TUBA1A/NDUFA4/CYCS/HSPA5/NDUFB4/NDUFS5,11
hsa00010,hsa00010,Glycolysis / Gluconeogenesis,5/95,48/5923,0.000947962346555186,0.0287548578455073,0.0256116142753507,LDHA/ALDOA/GPI/ENO1/PGK1,5
hsa05162,hsa05162,Measles,7/95,106/5923,0.00146335846161756,0.0380473200020566,0.0338883012164067,HSPA1B/FOS/HSPA1A/HSPA6/HSPA2/JUN/CYCS,7
hsa05210,hsa05210,Colorectal cancer,6/95,82/5923,0.00190801302481103,0.0418496917454103,0.0372750290849809,FOS/GADD45B/GADD45G/JUN/PMAIP1/CYCS,6
hsa04612,hsa04612,Antigen processing and presentation,5/95,57/5923,0.00206949025114667,0.0418496917454103,0.0372750290849809,HSPA1B/HSPA1A/HSPA6/HSPA2/HSPA5,5
hsa05145,hsa05145,Toxoplasmosis,6/95,94/5923,0.00380467367165369,0.0692450608240972,0.0616757626773336,HSPA1B/HSPA1A/HSPA6/HSPA2/SOCS1/CYCS,6
hsa04380,hsa04380,Osteoclast differentiation,6/95,96/5923,0.00422253585445789,0.069863775046485,0.0622268441709583,FOS/JUNB/SOCS1/FOSB/JUN/CYBA,6
hsa04115,hsa04115,p53 signaling pathway,5/95,71/5923,0.00539745214537935,0.0818613575382535,0.0729129500340719,GADD45B/GADD45G/SFN/PMAIP1/CYCS,5
hsa05020,hsa05020,Prion diseases,3/95,25/5923,0.00711922342937278,0.0996691280112189,0.0887741221152557,HSPA1A/EGR1/HSPA5,3
hsa04915,hsa04915,Estrogen signaling pathway,6/95,111/5923,0.00851629365416451,0.110711817504139,0.0986097159955891,HSPA1B/FOS/HSPA1A/HSPA6/HSPA2/JUN,6
hsa05031,hsa05031,Amphetamine addiction,4/95,52/5923,0.00934141912734585,0.113342552078463,0.100952880393773,FOS/ARC/FOSB/JUN,4
hsa04066,hsa04066,HIF-1 signaling pathway,5/95,87/5923,0.0125408160252715,0.137344837762921,0.122331434444707,LDHA/ALDOA/ENO1/VEGFA/PGK1,5
hsa04213,hsa04213,Longevity regulating pathway - multiple species,4/95,57/5923,0.0128289134174157,0.137344837762921,0.122331434444707,HSPA1B/HSPA1A/HSPA6/HSPA2,4
hsa05323,hsa05323,Rheumatoid arthritis,4/95,59/5923,0.0144281341204064,0.145884467217443,0.129937582136993,FOS/JUN/ATP6V0B/VEGFA,4
hsa05130,hsa05130,Pathogenic Escherichia coli infection,7/95,167/5923,0.0172732204854786,0.160311448749376,0.142787525201874,FOS/TUBB2A/JUN/TUBA1B/CLDN4/TUBA1A/CYCS,7
