,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006613,GO:0006613,cotranslational protein targeting to membrane,67/503,97/12743,3.7673478393478e-72,1.46587504429023e-68,1.35664178509567e-68,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/RPL27/RPL7/RPL37/SRP14/SSR2/RPS11/RPL21/RPS27/RPL31/RPS25,67
GO:0006614,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,66/503,94/12743,7.70117896685196e-72,1.49826436800105e-68,1.38661753924213e-68,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/RPL27/RPL7/RPL37/SRP14/RPS11/RPL21/RPS27/RPL31/RPS25,66
GO:0045047,GO:0045047,protein targeting to ER,66/503,99/12743,1.95191844341102e-69,2.53163822110409e-66,2.34298701575758e-66,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/RPL27/RPL7/RPL37/SRP14/RPS11/RPL21/RPS27/RPL31/RPS25,66
GO:0072599,GO:0072599,establishment of protein localization to endoplasmic reticulum,66/503,103/12743,1.1376462285817e-67,1.10664536885285e-64,1.02418098631e-64,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/RPL27/RPL7/RPL37/SRP14/RPS11/RPL21/RPS27/RPL31/RPS25,66
GO:0000184,GO:0000184,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,67/503,117/12743,6.79126273315304e-64,5.2849606589397e-61,4.89113890739296e-61,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/EIF3E/RPL11/RPS21/RPL37A/RPL23A/MAGOH/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,67
GO:0070972,GO:0070972,protein localization to endoplasmic reticulum,67/503,118/12743,1.51787343004546e-63,9.8434091938448e-61,9.10990351611494e-61,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/GPAA1/RPL27/RPL7/RPL37/SRP14/RPS11/RPL21/RPS27/RPL31/RPS25,67
GO:0006612,GO:0006612,protein targeting to membrane,68/503,153/12743,5.60850592105615e-55,3.11752807697564e-52,2.88521785803505e-52,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/RPL35/RPL26/RPL11/RPS21/RPL37A/RPL23A/CIB1/RPL27/RPL7/RPL37/SRP14/SSR2/RPS11/RPL21/RPS27/RPL31/RPS25,68
GO:0006413,GO:0006413,translational initiation,72/503,178/12743,1.18217337361824e-54,5.29862595391315e-52,4.9037858995352e-52,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/UHMK1/RPL35/RPL26/EIF3E/RPL11/RPS21/RPL37A/RPL23A/MCTS1/COPS5/NPM1/EIF1/KHDRBS1/RPL27/RPL7/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,72
GO:0019083,GO:0019083,viral transcription,71/503,172/12743,1.22558811578562e-54,5.29862595391315e-52,4.9037858995352e-52,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/POLR2G/RPL35/RPL26/POLR2L/RPL11/NELFE/RPS21/RPL37A/RPL23A/SEC13/RPL27/RPL7/SUPT4H1/PSMC3/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,71
GO:0019080,GO:0019080,viral gene expression,72/503,186/12743,4.975711922285e-53,1.93604950896109e-50,1.79178005117231e-50,RPLP1/RPL41/RPS15/RPS18/RPS3A/RPS4X/RPLP0/RPS8/RPS27A/RPL10/RPS14/RPL8/RPL19/RPS12/RPL28/RPL18/RPS13/RPL15/RPS23/RPS19/RPL7A/RPL29/RPS15A/RPS5/RPL32/RPS28/RPL18A/RPSA/RPS6/RPL6/RPS9/RPL14/RPS7/UBA52/RPL39/RPL12/RPL30/RPS24/RPL24/RPS26/RPL5/RPS3/RPL9/RPL35A/RPS16/RPL10A/RPL36/RPLP2/RPL3/RPL22/RPL13/POLR2G/RPL35/RPL26/POLR2L/RPL11/NELFE/RPS21/RPL37A/RPL23A/SEC13/MCTS1/RPL27/RPL7/SUPT4H1/PSMC3/RPL37/RPS11/RPL21/RPS27/RPL31/RPS25,72
